customer_id,total_orders,total_spend,avg_order_value,purchase_frequency,unique_books,total_order_lines,avg_shipping_cost,preferred_shipping,recency_days,churn
413,2,49.050000000000004,12.2625,4,4,4,8.9,Express,249,1
414,3,81.18,10.147499999999999,8,8,8,8.15,Standard,184,1
415,3,31.07,7.7675,4,4,4,9.65,Express,97,0
416,3,99.75999999999999,9.976000000000003,10,10,10,9.2,Express,551,1
417,3,46.25,7.708333333333333,6,6,6,8.9,Express,104,0
418,2,10.43,5.215,2,2,2,8.9,Express,631,1
419,1,2.31,2.31,1,1,1,11.9,Express,664,1
420,10,199.0,9.950000000000001,20,20,20,12.32,Express,177,0
421,3,77.96,12.993333333333334,6,6,6,16.099999999999998,Express,127,0
422,6,109.64,9.967272727272727,11,11,11,11.409090909090908,Express,476,1
423,4,89.28999999999999,11.16125,8,8,8,8.15,Standard,43,0
424,3,75.52,12.586666666666666,6,6,6,16.099999999999998,Express,13,0
425,2,21.160000000000004,7.053333333333335,3,3,3,11.9,Express,360,1
426,3,53.050000000000004,7.578571428571428,7,7,7,11.214285714285714,Standard,217,1
427,2,30.28,10.093333333333332,3,3,3,10.9,Express,546,1
428,1,28.71,14.355,2,2,2,8.9,Priority,1092,1
429,3,55.07,9.178333333333333,6,6,6,13.1,International,574,1
430,3,71.44,11.906666666666666,6,6,6,16.2,International,224,1
431,1,30.07,15.035,2,2,2,5.9,Standard,511,1
432,3,65.26,13.052000000000001,5,5,5,11.9,Express,448,1
433,3,44.7,11.175,4,4,4,7.4,Standard,57,0
434,2,47.22,9.443999999999999,5,5,5,5.9,Standard,189,1
435,1,35.519999999999996,11.840000000000002,3,3,3,5.900000000000001,Standard,203,1
436,1,8.61,8.61,1,1,1,11.9,Express,127,0
437,1,48.08,12.02,4,4,4,8.9,Priority,791,1
438,1,24.1,8.033333333333333,3,3,3,11.9,Express,257,1
439,3,71.98,10.282857142857141,7,7,7,12.414285714285715,Express,162,0
440,2,25.84,6.46,4,4,4,18.2,Express,124,0
441,3,84.63,12.09,7,7,7,12.071428571428571,Standard,103,0
442,4,56.05,9.341666666666667,6,6,6,7.400000000000001,Standard,60,0
444,2,35.85,8.9625,4,4,4,8.9,Express,802,1
445,3,65.22,9.317142857142859,7,7,7,7.614285714285715,Priority,290,1
446,3,55.37,9.228333333333333,6,6,6,14.1,Express,65,0
447,4,81.45,11.635714285714288,7,7,7,11.042857142857143,Express,204,1
448,2,28.91,7.2275,4,4,4,20.6,International,628,1
449,6,174.39,11.626,15,15,15,8.7,Standard,28,0
450,2,9.39,4.695,2,2,2,8.9,Priority,557,1
451,6,129.06,10.755,12,12,12,13.6,Priority,50,0
452,2,43.6,7.266666666666667,6,6,6,20.3,International,256,1
453,2,23.939999999999998,11.969999999999999,2,2,2,24.5,International,859,1
454,4,88.16,14.693333333333333,6,6,6,9.9,Express,147,0
455,2,51.42,10.284,5,5,5,8.9,Priority,902,1
456,5,143.59,11.045384615384616,13,13,13,20.207692307692305,International,121,0
457,4,80.45,13.408333333333331,6,6,6,16.2,International,152,0
458,4,64.54,8.067499999999999,8,8,8,12.05,Standard,162,0
459,1,12.41,6.205,2,2,2,8.9,Priority,385,1
460,1,4.46,2.23,2,2,2,24.5,International,998,1
461,2,50.379999999999995,12.594999999999999,4,4,4,12.8,Priority,851,1
463,3,73.96000000000001,10.565714285714288,7,7,7,11.12857142857143,Priority,561,1
464,2,40.230000000000004,10.057500000000001,4,4,4,24.5,International,736,1
465,1,27.42,13.71,2,2,2,8.9,Priority,142,0
466,1,22.9,7.633333333333333,3,3,3,5.900000000000001,Standard,92,0
467,3,50.620000000000005,12.655,4,4,4,8.9,Priority,6,0
468,2,49.49,9.898,5,5,5,9.5,Express,465,1
469,7,186.07,10.945294117647059,17,17,17,9.288235294117648,Priority,304,1
470,7,155.18,10.345333333333336,15,15,15,13.42,Express,196,1
471,4,57.78,8.254285714285714,7,7,7,9.328571428571427,Priority,640,1
472,2,78.96000000000001,13.160000000000002,6,6,6,7.900000000000001,Standard,567,1
473,3,32.94,6.587999999999999,5,5,5,8.9,Express,627,1
474,5,101.85,10.184999999999999,10,10,10,9.92,Standard,10,0
475,11,218.41,9.49608695652174,23,23,23,9.682608695652174,Express,427,1
477,5,132.03,10.156153846153845,13,13,13,12.453846153846154,Express,108,0
478,2,58.47,11.694,5,5,5,15.14,Priority,730,1
479,3,80.13,10.01625,8,8,8,12.05,Priority,206,1
481,1,8.379999999999999,4.1899999999999995,2,2,2,24.5,International,753,1
482,6,137.25,10.557692307692308,13,13,13,9.223076923076924,Standard,28,0
483,9,173.4,8.67,20,20,20,8.45,Priority,73,0
484,7,119.24,7.949333333333334,15,15,15,13.06,Express,3,0
485,1,10.84,5.42,2,2,2,8.9,Priority,747,1
486,6,113.65,8.117857142857144,14,14,14,13.828571428571427,International,61,0
487,2,38.27,7.654000000000001,5,5,5,6.5,Standard,229,1
488,2,37.03,7.406000000000001,5,5,5,13.34,Standard,265,1
489,4,96.59,10.732222222222223,9,9,9,12.7,Express,138,0
490,4,53.84,6.73,8,8,8,9.275,Express,426,1
491,1,17.36,8.68,2,2,2,24.5,International,960,1
492,4,112.67,10.242727272727274,11,11,11,8.627272727272727,Priority,289,1
493,2,28.23,7.057499999999999,4,4,4,7.4,Priority,411,1
494,3,16.77,4.1925,4,4,4,19.85,International,4,0
495,6,125.02,8.930000000000001,14,14,14,15.542857142857143,Express,649,1
496,3,96.79,12.098749999999999,8,8,8,8.15,Priority,140,0
497,6,110.26,11.026,10,10,10,11.0,Express,206,1
498,2,33.8,8.450000000000001,4,4,4,7.4,Priority,396,1
499,6,138.98000000000002,12.634545454545457,11,11,11,14.3,International,72,0
500,14,285.47,10.979615384615386,26,26,26,15.73076923076923,International,27,0
501,2,64.78999999999999,12.958000000000002,5,5,5,7.7,Priority,62,0
502,3,29.57,9.856666666666667,3,3,3,14.1,Express,309,1
503,3,56.33,11.265999999999998,5,5,5,9.5,Express,90,0
504,3,49.92,9.984,5,5,5,17.06,International,676,1
505,1,20.28,10.14,2,2,2,5.9,Standard,95,0
506,3,51.94,10.388,5,5,5,14.419999999999998,Express,111,0
507,5,118.56,9.88,12,12,12,7.150000000000001,Standard,7,0
508,1,6.77,6.77,1,1,1,24.5,International,982,1
509,6,140.63,9.375333333333334,15,15,15,18.7,International,247,1
510,1,12.82,12.82,1,1,1,5.9,Standard,482,1
511,3,23.28,5.82,4,4,4,10.55,Standard,293,1
512,5,86.85,8.684999999999999,10,10,10,6.5,Standard,404,1
513,10,182.45,10.136111111111113,18,18,18,11.033333333333333,Standard,54,0
514,2,22.72,11.36,2,2,2,7.4,Priority,834,1
515,2,14.82,7.41,2,2,2,24.5,International,244,1
516,1,16.44,16.44,1,1,1,24.5,International,413,1
517,3,93.03,9.303,10,10,10,10.1,Express,136,0
518,5,124.18,12.418000000000001,10,10,10,12.68,Standard,220,1
519,4,92.0,10.222222222222221,9,9,9,7.566666666666667,Standard,119,0
520,1,36.86,12.286666666666667,3,3,3,24.5,International,117,0
521,1,3.23,3.23,1,1,1,5.9,Standard,902,1
522,2,33.190000000000005,11.063333333333334,3,3,3,9.9,Express,23,0
523,2,10.59,3.53,3,3,3,8.9,Priority,492,1
524,5,105.2,9.563636363636364,11,11,11,14.572727272727274,International,225,1
525,6,182.19,12.146000000000003,15,15,15,11.180000000000001,Priority,97,0
526,6,82.34,8.233999999999998,10,10,10,12.260000000000002,Express,203,1
527,6,136.05,10.465384615384616,13,13,13,18.03846153846154,International,399,1
528,3,55.47,11.094,5,5,5,7.1,Standard,835,1
529,1,3.87,1.935,2,2,2,24.5,International,389,1
530,2,55.92,7.988571428571428,7,7,7,24.5,International,474,1
531,6,81.23,8.123000000000001,10,10,10,12.620000000000001,Priority,153,0
532,6,72.75,7.275,10,10,10,10.82,Standard,153,0
533,2,46.25,15.416666666666666,3,3,3,11.9,Express,191,1
534,4,85.42,10.6775,8,8,8,5.9,Standard,360,1
535,6,146.27,11.25153846153846,13,13,13,14.899999999999999,International,228,1
536,5,105.65,9.604545454545454,11,11,11,12.009090909090908,Express,261,1
537,4,102.86,10.286,11,11,11,14.51818181818182,Express,347,1
538,2,13.71,6.855,2,2,2,18.2,Express,376,1
539,1,15.190000000000001,7.595000000000001,2,2,2,24.5,International,114,0
540,2,45.37,11.3425,4,4,4,20.6,International,731,1
541,2,44.5,11.125,4,4,4,7.4,Standard,288,1
542,4,55.0,9.166666666666666,6,6,6,14.0,Express,636,1
543,6,122.27,12.227,11,11,11,15.336363636363636,Express,236,1
544,6,134.11,11.175833333333335,12,12,12,11.75,Express,24,0
545,9,153.41,10.227333333333332,15,15,15,15.34,International,211,1
546,8,137.51,8.088823529411764,17,17,17,14.01764705882353,Express,185,1
547,5,105.61999999999999,10.562,10,10,10,14.780000000000001,Express,50,0
548,4,69.85,9.978571428571428,7,7,7,13.700000000000001,Express,394,1
552,4,90.93,10.103333333333333,9,9,9,14.766666666666667,Express,472,1
553,2,35.68,5.946666666666665,6,6,6,20.3,International,39,0
554,3,88.58,14.763333333333334,6,6,6,10.4,Express,196,1
555,2,54.03,10.806000000000001,5,5,5,7.7,Priority,409,1
556,5,102.76,11.417777777777777,9,9,9,18.299999999999997,International,41,0
557,3,68.3,9.757142857142858,7,7,7,8.9,Priority,156,0
558,4,94.6,13.514285714285714,7,7,7,13.785714285714286,Express,115,0
559,6,134.04,10.310769230769232,13,13,13,14.207692307692307,International,281,1
560,7,185.96,11.6225,16,16,16,12.200000000000001,Express,1,0
561,3,107.54,11.948888888888892,9,9,9,12.100000000000001,Standard,485,1
562,2,62.15,12.429999999999998,5,5,5,24.5,International,587,1
563,3,72.12,9.015,8,8,8,7.025,Standard,593,1
564,3,91.19,11.39875,8,8,8,18.65,International,228,1
565,4,116.64,11.664,10,10,10,9.5,Express,157,0
566,2,45.76,11.44,4,4,4,15.2,International,150,0
567,2,61.949999999999996,12.39,5,5,5,7.1,Standard,219,1
568,4,51.42,8.57,6,6,6,12.0,Express,320,1
569,1,25.34,8.446666666666665,3,3,3,24.5,International,554,1
570,4,76.55,9.56875,8,8,8,14.375,International,40,0
571,4,84.15,12.021428571428572,7,7,7,17.814285714285713,International,459,1
572,7,139.57,10.736153846153845,13,13,13,13.746153846153845,International,628,1
573,3,60.28,12.056000000000001,5,5,5,19.46,International,56,0
574,8,166.88,9.27111111111111,18,18,18,10.9,Express,54,0
575,1,26.47,6.6175,4,4,4,8.9,Priority,509,1
576,3,35.21,11.736666666666666,3,3,3,15.1,Express,205,1
577,3,35.46,11.82,3,3,3,6.900000000000001,Standard,61,0
578,5,106.66,9.696363636363637,11,11,11,10.918181818181818,Priority,141,0
579,2,31.22,10.406666666666666,3,3,3,7.900000000000001,Standard,124,0
580,8,148.35,7.4174999999999995,20,20,20,10.67,Standard,24,0
581,5,144.62,12.051666666666668,12,12,12,14.850000000000001,Priority,154,0
582,1,31.630000000000003,10.543333333333335,3,3,3,5.900000000000001,Standard,0,0
583,2,42.32,10.58,4,4,4,10.4,Express,592,1
584,1,11.4,3.8000000000000003,3,3,3,11.9,Express,990,1
585,5,78.44,7.843999999999999,10,10,10,16.4,International,192,1
586,2,45.32,11.33,4,4,4,20.6,International,265,1
587,2,21.150000000000002,7.05,3,3,3,8.9,Priority,258,1
588,1,3.56,3.56,1,1,1,5.9,Standard,403,1
589,3,26.72,5.343999999999999,5,5,5,11.9,Express,14,0
590,3,86.78999999999999,10.84875,8,8,8,11.675,Priority,50,0
591,6,113.18,9.431666666666665,12,12,12,10.200000000000001,Priority,227,1
592,1,20.28,10.14,2,2,2,11.9,Express,162,0
593,2,57.33,11.466,5,5,5,8.3,Standard,501,1
594,4,144.64,14.463999999999999,10,10,10,10.1,Express,2,0
595,1,14.63,14.63,1,1,1,24.5,International,859,1
596,8,129.35,8.623333333333333,15,15,15,13.42,Express,4,0
597,3,75.38,12.563333333333333,6,6,6,24.5,International,139,0
598,1,9.21,9.21,1,1,1,24.5,International,219,1
599,4,95.78999999999999,13.684285714285712,7,7,7,7.614285714285715,Priority,335,1
600,2,63.709999999999994,12.742,5,5,5,17.06,International,216,1
601,2,39.68,13.226666666666668,3,3,3,18.3,International,236,1
602,6,125.7,8.978571428571428,14,14,14,16.871428571428574,Express,27,0
603,5,96.15,12.01875,8,8,8,13.625,Standard,59,0
604,4,123.48,9.498461538461537,13,13,13,10.146153846153847,Standard,180,0
605,2,57.14,9.523333333333333,6,6,6,16.7,International,5,0
606,5,91.16,8.287272727272727,11,11,11,14.845454545454546,Priority,224,1
607,3,88.67,12.667142857142858,7,7,7,12.071428571428571,Standard,215,1
608,2,33.58,16.79,2,2,2,10.4,Express,136,0
609,6,83.07000000000001,7.551818181818181,11,11,11,16.863636363636363,International,28,0
610,8,239.73,13.318333333333333,18,18,18,11.533333333333335,Priority,341,1
611,1,21.889999999999997,10.944999999999999,2,2,2,5.9,Standard,566,1
612,5,86.96,7.246666666666666,12,12,12,11.0,Standard,27,0
613,4,96.37,13.767142857142856,7,7,7,7.185714285714286,Standard,216,1
614,2,66.81,11.135,6,6,6,8.9,Priority,180,0
615,7,144.36,11.104615384615384,13,13,13,13.238461538461538,Priority,55,0
616,2,51.94,10.388,5,5,5,21.380000000000003,International,658,1
617,3,67.21,9.60142857142857,7,7,7,15.5,Express,126,0
618,3,57.19,9.531666666666666,6,6,6,14.1,Priority,25,0
619,1,14.299999999999999,4.766666666666667,3,3,3,11.9,Express,506,1
620,8,143.0,8.9375,16,16,16,15.1625,International,159,0
621,3,49.63,8.271666666666667,6,6,6,12.1,Standard,514,1
622,3,65.6,9.371428571428572,7,7,7,10.185714285714285,Priority,58,0
623,8,216.7,12.747058823529413,17,17,17,14.794117647058824,International,207,1
624,1,15.88,5.293333333333333,3,3,3,11.9,Express,633,1
625,1,13.62,13.62,1,1,1,24.5,International,790,1
626,4,82.55,10.31875,8,8,8,8.15,Priority,107,0
627,2,37.55,12.516666666666666,3,3,3,9.9,Priority,168,0
628,2,20.21,5.0525,4,4,4,8.9,Priority,13,0
629,3,23.119999999999997,4.624,5,5,5,10.1,Priority,380,1
630,2,18.28,6.093333333333334,3,3,3,16.099999999999998,Express,674,1
631,4,82.19,11.741428571428571,7,7,7,13.785714285714286,Express,65,0
632,3,50.83,10.166,5,5,5,7.1,Standard,56,0
633,4,88.78,8.877999999999998,10,10,10,12.080000000000002,Standard,49,0
634,10,205.05,8.915217391304349,23,23,23,12.134782608695653,Express,4,0
635,2,18.35,4.5875,4,4,4,10.4,Express,566,1
636,2,41.01,13.67,3,3,3,7.900000000000001,Standard,53,0
637,2,44.0,8.8,5,5,5,12.02,Priority,208,1
638,1,24.009999999999998,12.004999999999999,2,2,2,24.5,International,517,1
639,7,150.57,11.582307692307692,13,13,13,11.023076923076925,Express,1,0
640,9,152.51,10.893571428571429,14,14,14,10.014285714285714,Express,102,0
641,10,236.07,11.241428571428568,22,22,22,12.745454545454548,Standard,138,0
642,2,56.39,11.278,5,5,5,9.5,Express,126,0
643,7,138.7,10.669230769230769,14,14,14,13.571428571428571,Express,139,0
644,2,40.59,8.118,5,5,5,7.1,Standard,170,0
645,1,20.700000000000003,10.350000000000001,2,2,2,5.9,Standard,27,0
646,6,146.12,11.24,13,13,13,15.36153846153846,Express,179,0
647,1,21.330000000000002,7.11,3,3,3,5.900000000000001,Standard,228,1
648,8,134.45,8.403125,16,16,16,12.05,Standard,103,0
649,3,86.46,14.409999999999998,6,6,6,15.6,Express,70,0
650,3,89.13,12.732857142857144,7,7,7,16.442857142857143,International,625,1
651,1,22.56,7.52,3,3,3,8.9,Priority,497,1
652,4,64.46,8.0575,8,8,8,10.025,Priority,148,0
653,2,39.42,6.569999999999999,6,6,6,11.9,Express,612,1
654,2,36.209999999999994,9.0525,4,4,4,11.15,Express,371,1
655,5,71.63,7.958888888888889,9,9,9,14.100000000000001,Priority,207,1
656,2,90.07,15.011666666666665,6,6,6,10.4,Express,73,0
657,3,81.5,13.583333333333334,6,6,6,16.2,International,844,1
658,3,93.89,13.412857142857145,7,7,7,12.071428571428571,Standard,471,1
659,3,77.61,12.935,6,6,6,7.900000000000001,Priority,43,0
660,2,95.18,13.597142857142858,7,7,7,8.9,Priority,617,1
661,4,59.46,7.4325,8,8,8,13.55,Express,263,1
662,3,44.65,11.1625,4,4,4,11.3,Standard,520,1
663,2,28.03,9.343333333333334,3,3,3,9.9,Priority,243,1
664,3,52.69,7.527142857142857,7,7,7,12.928571428571429,Standard,134,0
665,5,66.01,7.334444444444445,9,9,9,14.766666666666667,Express,36,0
666,4,123.22,12.322,10,10,10,10.7,Express,125,0
667,2,49.84,12.46,4,4,4,5.9,Standard,0,0
668,5,110.73,9.227500000000001,12,12,12,17.0,International,22,0
669,3,80.27,11.467142857142855,7,7,7,20.042857142857144,International,99,0
670,7,125.8,9.676923076923076,13,13,13,11.761538461538462,Express,97,0
671,5,185.68,13.262857142857143,14,14,14,15.62857142857143,International,6,0
672,4,96.83,9.683,10,10,10,17.06,International,171,0
673,4,57.14,8.162857142857144,7,7,7,14.728571428571428,International,124,0
674,5,147.32999999999998,9.822,15,15,15,16.14,International,102,0
675,4,94.38,9.437999999999999,10,10,10,10.46,Express,248,1
676,6,163.23,11.659285714285716,14,14,14,16.228571428571428,International,128,0
677,2,27.58,6.895,4,4,4,10.4,Express,207,1
678,6,103.34,10.334,10,10,10,15.14,International,258,1
679,3,51.489999999999995,7.355714285714285,7,7,7,9.328571428571427,Express,447,1
680,8,149.51,11.50076923076923,13,13,13,10.053846153846155,Express,134,0
681,1,25.979999999999997,12.989999999999998,2,2,2,11.9,Express,531,1
682,5,103.13,9.375454545454547,11,11,11,13.427272727272726,Express,16,0
683,6,67.24,8.405,8,8,8,12.05,Priority,275,1
684,3,59.739999999999995,8.534285714285714,7,7,7,8.9,Priority,369,1
685,3,84.04,9.337777777777779,9,9,9,17.5,Express,181,1
686,6,131.32999999999998,11.939090909090908,11,11,11,19.37272727272727,International,4,0
687,1,29.279999999999998,9.76,3,3,3,24.5,International,657,1
688,4,112.27000000000001,14.033750000000001,8,8,8,14.0,International,393,1
689,2,39.22,7.843999999999999,5,5,5,7.1,Standard,458,1
690,3,84.67,12.095714285714283,7,7,7,8.9,Express,38,0
691,1,4.44,2.22,2,2,2,8.9,Priority,330,1
692,3,64.16,10.693333333333335,6,6,6,14.100000000000001,Priority,166,0
693,5,121.66,9.358461538461539,13,13,13,10.838461538461539,Standard,68,0
694,7,116.49000000000001,11.649000000000001,10,10,10,14.540000000000001,International,194,1
695,5,145.69,11.206923076923077,13,13,13,17.807692307692307,International,88,0
696,7,145.35,12.112500000000002,12,12,12,10.75,Priority,105,0
697,4,70.78999999999999,11.798333333333334,6,6,6,14.0,Express,457,1
698,3,82.02000000000001,13.670000000000002,6,6,6,12.6,Standard,546,1
699,4,73.33,9.16625,8,8,8,19.025,International,139,0
700,3,32.82,6.564,5,5,5,24.5,International,10,0
701,1,23.53,11.765,2,2,2,24.5,International,0,0
702,2,39.849999999999994,9.962499999999999,4,4,4,7.4,Standard,667,1
703,7,74.36,5.3114285714285705,14,14,14,8.042857142857143,Standard,176,0
704,7,141.09,9.406,15,15,15,16.54,Express,257,1
705,4,109.4,10.940000000000001,10,10,10,9.2,Priority,80,0
706,2,30.25,6.049999999999999,5,5,5,17.06,International,16,0
707,1,18.08,18.08,1,1,1,5.9,Standard,417,1
708,2,24.06,12.03,2,2,2,8.9,Priority,340,1
709,7,139.72,9.98,14,14,14,10.700000000000001,Standard,225,1
710,7,163.21,11.657857142857143,14,14,14,13.571428571428571,Priority,155,0
711,3,78.68,9.835,8,8,8,19.85,International,411,1
712,5,105.71000000000001,9.61,11,11,11,8.627272727272727,Priority,307,1
713,2,34.99,8.7475,4,4,4,7.4,Priority,106,0
714,7,122.87,11.17,11,11,11,8.409090909090908,Standard,97,0
715,4,91.52,11.440000000000001,8,8,8,11.3,Standard,126,0
716,1,1.59,1.59,1,1,1,5.9,Standard,179,0
717,5,80.17,10.02125,8,8,8,10.475,Standard,504,1
718,3,74.78999999999999,12.464999999999998,6,6,6,9.9,Priority,286,1
719,6,149.9,10.707142857142856,14,14,14,9.328571428571427,Priority,25,0
720,7,101.66,8.471666666666666,12,12,12,12.049999999999999,Standard,214,1
721,5,90.29,10.032222222222222,9,9,9,10.633333333333333,Express,216,1
722,4,82.24000000000001,10.28,8,8,8,18.2,Express,259,1
723,6,165.94,9.761176470588236,17,17,17,8.01764705882353,Priority,37,0
724,5,95.78,9.578000000000001,10,10,10,12.86,Express,445,1
725,6,58.38,5.837999999999999,10,10,10,13.580000000000002,Express,121,0
726,2,63.83,15.9575,4,4,4,24.5,International,136,0
727,3,80.09,11.44142857142857,7,7,7,11.9,Express,3,0
728,6,101.89,9.262727272727274,11,11,11,13.7,Priority,127,0
729,3,65.73,13.146,5,5,5,8.3,Priority,216,1
730,5,102.81,10.281,10,10,10,15.680000000000001,Express,28,0
731,2,48.8,8.133333333333333,6,6,6,16.7,International,103,0
732,3,35.62,11.873333333333333,3,3,3,13.1,International,62,0
733,4,89.62,11.2025,8,8,8,8.225,Standard,58,0
734,6,135.52,10.424615384615386,13,13,13,9.592307692307692,Express,318,1
735,5,86.84,10.854999999999999,8,8,8,12.425,Standard,32,0
736,4,141.15,14.115,10,10,10,16.04,International,258,1
737,3,94.82,13.545714285714284,7,7,7,13.785714285714286,Priority,161,0
738,5,74.1,8.233333333333333,9,9,9,7.566666666666667,Priority,336,1
739,3,43.81,6.258571428571429,7,7,7,13.785714285714286,Express,274,1
740,6,111.78999999999999,8.59923076923077,13,13,13,10.838461538461539,Priority,28,0
741,2,86.83,10.853750000000002,8,8,8,8.9,Priority,152,0
742,1,16.63,8.315,2,2,2,5.9,Standard,494,1
743,5,102.86,8.571666666666667,12,12,12,13.5,Express,151,0
744,10,260.01,11.304782608695652,23,23,23,12.839130434782609,Priority,115,0
745,7,168.64,10.540000000000001,16,16,16,8.9,Express,87,0
746,2,13.17,6.585,2,2,2,8.9,Priority,303,1
747,3,49.38,8.23,6,6,6,18.2,Express,293,1
748,5,106.96000000000001,8.913333333333332,12,12,12,12.100000000000001,Standard,175,0
749,3,45.52,7.586666666666666,6,6,6,9.9,Express,784,1
750,1,13.809999999999999,6.904999999999999,2,2,2,5.9,Standard,684,1
751,8,168.77,9.37611111111111,18,18,18,15.666666666666666,International,15,0
752,3,81.72,13.62,6,6,6,18.2,Express,540,1
753,1,23.72,11.86,2,2,2,11.9,Express,333,1
754,5,100.07,11.118888888888888,9,9,9,14.366666666666667,Express,314,1
755,2,31.77,10.59,3,3,3,20.3,International,701,1
756,4,89.07000000000001,12.724285714285715,7,7,7,20.042857142857144,International,187,1
757,3,52.59,13.1475,4,4,4,12.8,Priority,34,0
758,5,97.7,8.141666666666667,12,12,12,9.65,Express,107,0
759,5,130.85,9.346428571428573,14,14,14,11.942857142857145,Express,158,0
760,3,27.43,6.8575,4,4,4,17.45,International,371,1
761,3,82.78999999999999,13.798333333333334,6,6,6,10.4,Express,67,0
762,9,237.69,11.31857142857143,21,21,21,8.042857142857143,Priority,138,0
763,3,42.56,8.511999999999999,5,5,5,18.259999999999998,International,278,1
764,3,33.08,6.616,5,5,5,12.620000000000001,Priority,546,1
765,3,43.01,8.602,5,5,5,9.5,Priority,336,1
766,3,50.45,7.207142857142856,7,7,7,13.87142857142857,Standard,76,0
767,6,112.85000000000001,8.680769230769233,13,13,13,13.884615384615385,Express,268,1
768,1,28.990000000000002,9.663333333333334,3,3,3,11.9,Express,1031,1
769,2,33.03,6.606,5,5,5,10.1,Priority,112,0
770,2,68.18,13.636,5,5,5,15.14,Priority,220,1
771,3,51.43,10.286,5,5,5,11.42,Priority,100,0
772,2,56.63,14.1575,4,4,4,7.4,Priority,421,1
773,2,68.4,8.55,8,8,8,11.9,Express,561,1
774,3,100.25,14.321428571428571,7,7,7,7.614285714285715,Priority,66,0
775,1,23.369999999999997,11.684999999999999,2,2,2,8.9,Priority,531,1
776,3,69.1,9.87142857142857,7,7,7,8.9,Priority,942,1
777,3,58.72,9.786666666666667,6,6,6,8.9,Express,53,0
778,2,63.82,10.636666666666668,6,6,6,20.3,International,122,0
779,9,187.52,9.376000000000001,20,20,20,15.59,International,14,0
780,7,141.66,9.443999999999999,16,16,16,13.7375,Express,3,0
781,1,11.02,11.02,1,1,1,24.5,International,1012,1
782,5,136.8,11.4,12,12,12,12.75,Express,168,0
783,6,138.23,10.633076923076924,13,13,13,11.069230769230769,Priority,318,1
784,2,51.03,12.757499999999999,4,4,4,8.9,Express,68,0
786,2,46.52,11.63,4,4,4,7.4,Priority,191,1
787,8,172.87,10.168823529411766,17,17,17,12.782352941176471,Priority,114,0
788,4,58.760000000000005,11.752,5,5,5,16.34,Express,180,0
789,2,94.99,15.831666666666665,6,6,6,11.9,Express,111,0
790,5,92.47,11.55875,8,8,8,9.275,Express,69,0
791,3,32.96,5.493333333333333,6,6,6,7.400000000000001,Priority,623,1
792,2,24.15,8.049999999999999,3,3,3,9.9,Express,339,1
793,3,59.77,8.538571428571428,7,7,7,14.642857142857142,Express,674,1
794,8,173.09,9.11,19,19,19,13.921052631578947,Express,216,1
795,3,82.6,13.766666666666666,6,6,6,14.1,Express,55,0
796,5,106.23,10.623,10,10,10,13.280000000000001,International,225,1
797,2,37.3,9.325,4,4,4,11.15,Express,196,1
798,3,51.78,12.945,4,4,4,11.15,Express,413,1
799,1,9.46,9.46,1,1,1,24.5,International,339,1
800,7,129.43,9.956153846153846,13,13,13,16.56153846153846,International,14,0
801,9,251.1,12.555,20,20,20,15.080000000000002,Express,19,0
802,2,60.16,10.026666666666666,6,6,6,10.4,Express,53,0
803,14,338.14,10.907741935483871,31,31,31,16.506451612903227,Express,22,0
804,3,54.85,6.856249999999999,8,8,8,7.775,Priority,381,1
805,1,29.910000000000004,7.477500000000001,4,4,4,5.9,Standard,347,1
806,4,86.87,9.652222222222223,9,9,9,12.033333333333335,Standard,409,1
807,2,45.730000000000004,9.145999999999999,5,5,5,8.3,Standard,267,1
808,1,28.04,9.346666666666666,3,3,3,24.5,International,305,1
809,3,79.83,11.404285714285711,7,7,7,22.7,International,186,1
810,2,48.28,12.07,4,4,4,7.4,Priority,249,1
811,1,23.36,7.786666666666666,3,3,3,11.9,Express,375,1
812,5,107.81,10.781,10,10,10,11.059999999999999,Express,243,1
813,12,246.58,8.806428571428572,28,28,28,15.692857142857141,International,98,0
814,3,58.650000000000006,11.73,5,5,5,16.94,Express,425,1
815,1,13.469999999999999,6.734999999999999,2,2,2,11.9,Express,640,1
816,4,87.34,10.9175,8,8,8,12.8,Priority,373,1
817,6,118.43,10.766363636363636,11,11,11,9.172727272727274,Priority,114,0
818,5,84.59,9.398888888888889,9,9,9,8.233333333333334,Standard,341,1
819,1,22.23,11.115,2,2,2,11.9,Express,328,1
820,3,51.56999999999999,10.313999999999998,5,5,5,8.3,Priority,113,0
821,2,19.63,9.815,2,2,2,7.4,Priority,155,0
822,2,55.86,11.172,5,5,5,19.46,International,392,1
823,1,14.02,7.01,2,2,2,11.9,Express,901,1
824,4,110.51,12.278888888888888,9,9,9,14.166666666666666,Standard,38,0
825,2,23.07,7.69,3,3,3,12.1,Standard,371,1
826,5,78.13,8.681111111111111,9,9,9,15.5,International,38,0
827,4,55.17,7.881428571428571,7,7,7,16.442857142857143,International,5,0
828,1,13.48,13.48,1,1,1,8.9,Priority,621,1
829,3,40.2,6.7,6,6,6,8.9,Express,65,0
830,3,31.85,6.37,5,5,5,18.86,International,360,1
831,7,175.42,10.96375,16,16,16,14.0,Standard,197,1
832,9,203.82,11.323333333333334,18,18,18,9.966666666666667,Priority,35,0
833,5,143.26,11.938333333333333,12,12,12,16.150000000000002,International,391,1
834,5,81.43,8.143,10,10,10,9.2,Express,0,0
