order_id,order_date,customer_id,shipping_method_id,dest_address_id
1339,2024-02-18 14:48:03,358,2,196
1340,2025-06-24 19:45:02,1540,1,95
1341,2024-07-11 23:10:08,1962,3,592
1342,2023-08-30 17:42:40,211,1,446
1343,2025-02-27 07:33:21,1316,3,573
1344,2023-09-24 12:30:28,556,4,338
1345,2025-05-11 10:21:06,1312,1,355
1346,2025-06-01 06:59:47,556,1,116
1347,2022-12-04 13:01:06,442,2,487
1348,2023-01-05 15:46:21,776,1,494
1349,2023-12-12 12:55:10,103,3,906
1350,2022-08-24 06:25:28,953,3,517
1351,2025-01-02 12:24:13,720,4,687
1352,2023-02-19 11:34:15,1103,4,425
1353,2022-11-17 16:44:02,867,2,297
1354,2024-08-28 22:35:43,1193,2,481
1355,2025-05-01 17:49:59,1247,1,140
1356,2024-12-10 21:47:30,1268,4,834
1357,2025-07-01 06:08:22,757,4,665
1358,2023-07-13 14:40:11,280,2,965
1359,2023-07-02 09:38:32,1904,2,961
1360,2025-02-11 05:41:28,1373,3,467
1361,2024-01-21 13:23:11,450,2,526
1362,2024-05-28 15:43:50,1986,4,398
1363,2025-03-14 20:43:27,465,2,253
1364,2024-08-23 11:03:39,1754,2,372
1365,2024-07-04 12:16:11,95,3,166
1366,2024-08-28 07:17:56,581,2,785
1367,2025-04-26 11:32:08,771,2,197
1368,2023-02-03 00:34:21,80,4,681
1369,2023-05-29 09:41:23,1456,2,549
1370,2024-01-05 08:57:39,723,2,221
1371,2023-09-21 10:06:28,1509,4,151
1372,2023-03-28 15:36:40,1336,3,170
1373,2022-10-08 03:59:00,768,3,947
1374,2025-04-11 21:04:40,787,2,767
1375,2025-05-20 19:24:40,852,1,691
1376,2023-07-09 11:57:10,312,2,544
1377,2024-09-22 01:06:50,158,1,433
1378,2024-09-12 03:14:31,1752,2,531
1379,2024-02-06 09:44:46,1133,2,554
1380,2022-12-19 03:43:50,1598,1,952
1381,2024-08-18 03:24:09,531,2,830
1382,2023-02-21 16:43:46,1510,4,899
1383,2025-02-05 16:09:39,1943,3,6
1384,2022-09-22 09:54:54,147,3,939
1385,2024-09-16 01:03:36,1861,2,750
1386,2023-09-08 20:22:41,1419,4,838
1387,2023-02-04 21:08:52,1432,4,3
1388,2024-06-02 01:13:14,703,3,680
1389,2025-07-04 03:04:40,1386,4,363
1390,2025-02-14 02:43:08,881,3,974
1391,2024-12-31 17:07:31,305,4,5
1392,2024-01-25 11:55:07,1387,2,889
1393,2023-10-17 02:04:29,610,4,527
1394,2025-01-07 04:49:10,939,3,941
1395,2025-04-05 08:32:01,89,2,35
1396,2023-03-20 23:26:30,209,3,144
1397,2025-01-19 18:27:23,1683,3,485
1398,2023-04-19 08:59:42,1271,3,184
1399,2025-03-14 01:28:18,1492,2,700
1400,2022-12-23 23:25:58,1790,1,591
1401,2022-12-29 09:09:22,395,1,48
1402,2024-11-12 02:37:19,586,4,990
1403,2024-06-21 09:41:06,43,3,611
1404,2024-04-25 15:44:29,1506,4,305
1405,2023-02-25 19:31:24,1,4,235
1406,2023-06-17 19:51:16,1889,2,920
1407,2023-06-23 13:23:45,152,2,889
1408,2024-11-19 00:42:54,1807,4,465
1409,2025-03-16 21:40:44,496,2,628
1410,2024-04-29 18:20:33,665,4,447
1411,2023-02-26 22:09:50,1083,4,526
1412,2024-10-12 13:11:00,1361,1,191
1413,2025-04-19 14:26:57,1678,2,48
1414,2023-05-27 13:53:30,712,2,327
1415,2024-01-10 09:56:35,56,2,470
1416,2024-05-28 14:57:22,1655,3,973
1417,2025-06-03 19:38:46,577,1,111
1418,2024-03-03 13:24:00,359,1,450
1419,2024-08-22 07:24:52,537,2,880
1420,2023-01-14 11:25:03,333,1,674
1421,2023-02-01 22:25:38,1310,4,693
1422,2024-04-05 06:13:32,910,4,879
1423,2025-01-07 17:54:48,1562,3,431
1424,2025-03-09 11:58:21,1313,2,894
1425,2025-02-19 23:18:56,1938,3,268
1426,2024-10-02 14:48:47,1977,1,367
1427,2024-07-11 21:14:36,1791,3,53
1428,2024-04-20 04:51:28,1750,4,59
1429,2023-01-25 18:10:05,1618,4,474
1430,2025-06-02 17:59:32,732,1,356
1431,2024-01-13 01:09:09,500,2,874
1432,2023-01-07 09:39:16,1406,1,591
1433,2025-02-13 14:09:13,153,3,762
1434,2025-04-12 19:48:52,1641,2,318
1435,2022-09-20 15:12:13,717,3,488
1436,2023-07-01 10:48:04,1697,1,520
1437,2023-10-09 07:51:04,1608,4,591
1438,2023-10-10 15:21:06,294,4,679
1439,2023-02-22 04:04:59,1787,4,834
1440,2025-07-29 23:17:35,1064,4,47
1441,2023-10-21 11:50:40,1257,3,457
1442,2025-04-21 08:06:20,1951,1,634
1443,2023-03-06 18:50:45,1411,4,819
1444,2023-08-20 14:07:45,693,1,145
1445,2023-12-12 00:39:14,1844,2,339
1446,2024-03-27 15:59:17,810,1,826
1447,2023-11-16 00:12:49,109,3,140
1448,2025-07-23 22:40:09,1079,4,188
1449,2025-02-18 12:57:41,1364,3,931
1450,2023-03-16 05:06:34,1690,3,859
1451,2024-09-01 18:24:47,765,2,204
1452,2025-01-25 01:05:49,1236,3,246
1453,2024-01-23 12:21:31,608,2,709
1454,2023-04-10 08:40:20,801,3,170
1455,2023-12-20 11:53:16,51,2,720
1456,2023-12-26 07:59:38,1601,2,946
1457,2024-08-01 02:32:22,1173,2,144
1458,2022-10-12 12:56:46,856,2,886
1459,2022-08-30 07:26:39,995,3,267
1460,2022-12-10 03:20:46,233,1,782
1461,2023-10-29 07:43:50,574,3,197
1462,2023-08-08 20:05:30,859,1,354
1463,2023-04-09 00:30:05,949,3,321
1464,2022-10-22 19:31:18,1020,2,677
1465,2022-11-04 21:15:56,150,2,363
1466,2024-12-14 14:30:15,1905,4,865
1467,2025-01-09 14:38:17,1279,3,339
1468,2025-07-03 01:12:31,913,4,515
1469,2024-07-27 10:51:38,1862,2,24
1470,2024-05-23 18:55:31,394,3,331
1471,2024-11-18 00:09:37,399,4,966
1472,2023-02-19 01:43:53,1560,4,661
1473,2024-12-05 14:26:38,244,4,100
1474,2024-10-22 20:24:08,1423,1,72
1475,2023-03-02 15:02:56,1490,4,362
1476,2023-06-25 02:33:21,1798,1,996
1477,2023-11-02 19:39:50,815,3,953
1478,2023-05-10 17:23:29,45,2,832
1479,2025-07-28 18:28:56,1761,3,130
1480,2024-01-11 04:31:58,1409,2,21
1481,2024-10-16 14:50:51,1760,1,977
1482,2023-03-31 21:17:38,475,3,517
1483,2024-04-01 09:05:47,1682,4,760
1484,2024-03-05 23:38:45,114,1,150
1485,2022-11-08 08:58:48,117,2,763
1486,2024-06-26 16:13:48,1897,3,874
1487,2025-05-31 11:00:53,1512,1,97
1488,2024-02-16 06:44:05,672,1,296
1489,2023-07-07 13:27:22,1555,1,679
1490,2025-05-26 05:05:26,1812,1,361
1491,2023-12-07 20:28:04,1246,2,742
1492,2024-08-15 09:24:14,958,2,245
1493,2022-08-18 13:57:40,1775,3,736
1494,2023-02-10 05:49:23,326,4,836
1495,2023-11-05 07:06:01,1610,3,525
1496,2024-07-16 13:11:30,1479,2,623
1497,2023-06-29 08:03:43,1771,1,237
1498,2024-07-20 14:55:54,1389,2,671
1499,2023-04-23 13:46:57,417,3,586
1500,2023-11-24 23:49:19,1719,3,308
1501,2023-02-06 05:46:55,617,4,81
1502,2024-02-24 01:14:22,1501,1,902
1503,2024-10-19 22:36:41,1359,1,190
1504,2022-12-10 21:53:23,942,1,546
1505,2023-12-17 11:56:21,1,2,55
1506,2024-10-07 06:31:29,1671,1,395
1507,2023-01-07 09:00:57,896,4,518
1508,2022-08-24 07:49:39,963,3,746
1509,2024-08-04 09:24:09,479,2,624
1510,2022-09-15 04:02:46,90,2,63
1511,2023-12-15 04:57:16,117,2,466
1512,2024-12-05 21:01:10,1663,4,608
1513,2023-09-12 22:32:36,1879,4,4
1514,2023-10-22 22:29:22,1120,3,383
1515,2023-12-28 21:44:24,1115,2,458
1516,2022-12-01 10:34:20,1460,1,191
1517,2023-08-19 01:43:37,545,4,139
1518,2023-09-28 03:34:46,249,4,315
1519,2025-03-10 06:36:36,454,2,477
1520,2022-10-15 07:40:06,1818,2,101
1521,2023-05-20 00:58:05,1288,2,644
1522,2024-05-12 17:52:34,988,3,450
1523,2024-03-28 15:55:15,831,4,127
1524,2025-05-04 10:05:00,1462,1,630
1525,2024-01-09 08:52:18,1643,2,259
1526,2023-01-13 01:09:52,967,4,30
1527,2024-04-08 07:10:59,1591,4,567
1528,2023-08-25 20:36:47,1263,4,205
1529,2025-03-06 12:27:29,743,2,856
1530,2024-08-15 23:46:22,1373,2,61
1531,2025-01-03 13:43:36,1969,3,501
1532,2023-02-15 08:33:00,59,4,671
1533,2025-06-29 10:16:03,803,4,858
1534,2022-11-07 07:47:26,1464,1,888
1535,2023-03-27 20:57:08,1730,3,892
1536,2023-10-26 20:40:28,973,3,677
1537,2023-07-01 05:31:56,24,1,327
1538,2025-02-15 10:41:47,644,2,509
1539,2023-01-22 13:08:59,883,4,889
1540,2025-06-08 19:52:30,1245,4,386
1541,2024-06-17 09:29:49,837,3,516
1542,2024-10-31 00:23:07,1923,4,883
1543,2023-03-20 11:12:14,1303,3,720
1544,2022-12-02 08:16:32,1916,1,381
1545,2024-11-19 07:48:30,294,4,564
1546,2024-01-29 14:10:09,1666,1,928
1547,2025-06-14 02:59:35,930,4,520
1548,2024-07-26 23:29:13,816,2,362
1549,2022-10-04 09:57:52,690,2,87
1550,2023-01-04 09:09:09,845,4,498
1551,2024-06-21 02:21:45,574,3,136
1552,2022-12-23 23:43:14,735,4,968
1553,2023-03-12 21:54:54,244,3,807
1554,2023-12-23 11:21:59,391,2,206
1555,2024-09-24 10:30:59,843,1,881
1556,2023-07-06 03:19:42,689,1,276
1557,2023-06-29 14:26:21,1805,1,378
1558,2023-09-15 01:46:51,1318,4,931
1559,2025-06-07 11:05:01,1828,4,892
1560,2022-09-20 06:10:42,1412,2,964
1561,2023-04-07 05:05:54,184,3,840
1562,2024-11-24 16:37:20,991,4,728
1563,2024-07-08 23:23:55,1999,2,103
1564,2025-07-29 12:58:02,1408,3,704
1565,2024-03-17 03:03:07,1096,4,661
1566,2023-07-14 04:22:49,1624,1,961
1567,2022-10-24 05:58:47,1072,2,12
1568,2024-10-15 07:38:34,941,4,180
1569,2022-12-31 20:05:05,213,4,791
1570,2023-08-11 23:44:37,172,4,331
1571,2022-08-21 07:17:42,205,3,717
1572,2025-07-09 22:58:01,1803,3,210
1573,2023-01-01 18:05:17,1524,4,445
1574,2024-06-14 22:49:22,23,3,920
1575,2023-10-06 20:14:36,702,3,472
1576,2023-05-08 04:31:44,79,2,584
1577,2024-11-29 13:12:05,675,4,814
1578,2024-11-03 21:17:57,1680,4,76
1579,2024-05-23 04:40:31,1564,3,156
1580,2023-12-02 08:40:11,25,2,192
1581,2024-11-26 11:49:05,1112,4,868
1582,2023-12-24 16:45:55,390,2,603
1583,2022-10-04 15:46:33,1759,2,950
1584,2025-07-21 13:13:52,779,3,844
1585,2024-01-11 09:10:29,1988,1,749
1586,2024-12-04 02:36:03,812,3,643
1587,2022-09-19 11:39:24,296,2,722
1588,2023-03-12 04:27:03,1630,3,183
1589,2024-02-14 23:06:53,766,1,510
1590,2023-10-10 14:03:56,419,3,873
1591,2022-09-17 09:29:13,1322,2,93
1592,2024-03-18 18:08:07,780,4,22
1593,2022-10-31 05:36:59,1195,1,107
1594,2025-07-06 20:48:34,1895,3,127
1595,2024-03-05 19:19:44,1312,4,184
1596,2024-03-11 16:06:20,1675,4,135
1597,2024-11-11 23:47:04,676,4,789
1598,2023-01-25 17:07:56,1919,4,575
1599,2023-08-25 09:26:26,494,4,601
1600,2025-04-12 02:47:02,1990,1,283
1601,2023-03-03 18:32:41,755,3,218
1602,2022-11-09 21:36:42,31,1,930
1603,2024-09-06 02:29:10,212,1,981
1604,2025-05-22 06:08:46,40,4,53
1605,2024-06-20 09:13:41,82,2,751
1606,2024-06-15 18:27:19,70,2,991
1607,2023-02-13 05:18:04,432,3,592
1608,2024-09-07 23:16:13,1345,1,955
1609,2024-11-24 12:19:08,329,3,407
1610,2025-04-22 01:40:55,406,1,411
1611,2025-03-27 13:22:13,68,1,83
1612,2024-09-06 04:15:25,1324,1,722
1613,2024-05-25 21:21:10,1120,3,412
1614,2025-04-12 17:06:19,1602,1,89
1615,2023-07-26 20:49:17,552,4,189
1616,2024-07-15 03:23:00,907,2,382
1617,2025-04-19 11:47:02,126,1,397
1618,2024-09-21 11:26:08,580,1,926
1619,2022-10-09 06:56:56,1728,2,807
1620,2022-08-13 03:31:26,749,3,433
1621,2025-01-25 03:57:22,1446,2,801
1622,2024-12-10 21:22:16,954,3,117
1623,2024-12-31 18:57:58,334,3,672
1624,2024-06-05 09:21:10,814,3,924
1625,2024-09-15 22:51:16,1422,1,864
1626,2024-10-29 14:06:05,1974,4,780
1627,2024-07-06 09:07:25,1826,2,7
1628,2025-03-06 07:35:46,220,2,905
1629,2022-10-29 11:00:28,371,1,425
1630,2023-10-04 11:53:31,1737,3,696
1631,2025-01-30 23:18:19,546,2,611
1632,2023-03-09 06:37:20,887,3,318
1633,2024-03-29 16:26:39,365,4,119
1634,2023-11-12 09:35:02,40,2,667
1635,2023-01-25 11:08:41,1337,4,266
1636,2024-12-24 16:52:15,1671,3,707
1637,2024-11-07 19:06:07,1979,4,226
1638,2023-03-03 22:19:13,646,3,820
1639,2022-10-10 11:16:22,475,2,49
1640,2024-12-24 03:39:52,1157,3,570
1641,2023-05-06 07:51:39,1238,2,427
1642,2023-01-03 14:30:10,92,4,996
1643,2023-08-05 23:35:03,311,4,384
1644,2025-08-02 00:31:30,594,3,125
1645,2023-06-20 21:55:21,311,1,946
1646,2023-04-23 15:53:56,514,2,837
1647,2025-02-13 05:52:14,313,2,271
1648,2025-01-08 21:26:30,976,3,964
1649,2025-06-27 19:56:00,639,3,667
1650,2023-11-26 14:34:01,660,2,511
1651,2023-12-03 10:58:41,709,2,110
1652,2023-04-14 11:31:58,1983,2,841
1653,2024-05-30 10:43:03,1878,3,239
1654,2023-07-05 12:14:17,601,1,28
1655,2024-02-05 22:26:23,160,1,959
1656,2025-03-06 19:20:10,1597,1,728
1657,2022-11-11 17:03:26,232,1,638
1658,2024-03-18 00:18:36,873,4,338
1659,2022-11-21 03:31:29,349,1,334
1660,2023-02-15 12:41:58,847,3,236
1661,2023-03-24 22:28:16,1967,2,644
1662,2024-02-21 21:47:10,1179,4,717
1663,2025-03-19 19:27:11,383,1,832
1664,2024-12-19 21:03:43,1876,3,244
1665,2022-12-10 05:15:30,740,4,653
1666,2025-03-06 03:05:19,892,1,937
1667,2022-12-12 19:38:56,1975,4,408
1668,2024-08-23 03:43:08,1971,1,957
1669,2025-03-01 21:00:43,710,1,671
1670,2024-07-01 18:31:59,96,2,999
1671,2023-09-20 14:28:59,1640,3,68
1672,2024-04-02 03:09:16,223,4,116
1673,2024-11-21 02:08:46,844,3,101
1674,2025-02-13 20:07:10,877,2,427
1675,2024-07-08 05:45:23,186,2,652
1676,2024-12-22 01:47:48,1251,3,208
1677,2022-10-17 07:55:27,384,1,489
1678,2023-12-19 10:57:44,1242,1,421
1679,2023-10-12 20:44:55,1185,3,449
1680,2023-08-06 18:34:34,527,4,894
1681,2024-05-19 16:21:25,1418,3,357
1682,2023-11-27 13:54:17,110,2,440
1683,2022-09-23 11:28:48,1692,2,402
1684,2022-10-24 23:37:08,166,1,711
1685,2022-09-25 08:13:45,1578,2,501
1686,2025-03-18 02:46:30,449,1,717
1687,2024-07-17 08:33:50,483,2,991
1688,2025-01-20 04:50:56,554,2,926
1689,2024-10-09 22:47:59,1278,4,205
1690,2024-01-31 00:44:32,168,1,677
1691,2025-06-17 01:40:48,1381,3,29
1692,2024-11-19 02:06:48,813,3,905
1693,2024-05-28 10:05:56,1792,2,775
1694,2023-01-09 17:11:20,1418,4,846
1695,2024-12-15 23:08:50,63,3,80
1696,2023-11-19 06:55:30,338,2,514
1697,2023-09-17 00:46:59,1741,3,138
1698,2023-01-13 11:46:44,1135,4,397
1699,2023-11-04 02:56:52,280,2,138
1700,2022-12-15 08:09:49,826,4,520
1701,2023-06-02 16:13:56,593,1,313
1702,2022-12-25 03:17:30,41,4,748
1703,2023-08-20 13:48:57,955,4,886
1704,2023-05-26 23:21:38,1379,1,508
1705,2024-10-19 11:11:55,1960,4,914
1706,2023-02-12 19:43:40,1710,3,437
1707,2024-10-14 04:22:40,55,4,969
1708,2024-12-30 09:44:38,1282,2,246
1709,2025-03-25 03:55:00,1006,1,872
1710,2023-07-28 20:07:03,1134,4,743
1711,2024-02-07 09:32:39,1363,4,922
1712,2022-11-01 19:44:23,11,1,491
1713,2023-12-30 13:57:33,568,1,865
1714,2022-11-29 02:00:11,1150,4,508
1715,2023-07-12 23:12:10,1686,4,431
1716,2023-10-25 04:45:36,1595,2,67
1717,2024-03-04 23:55:15,1906,4,494
1718,2025-02-21 01:36:42,894,1,395
1719,2023-05-31 16:59:04,475,1,225
1720,2024-05-28 13:08:42,1708,2,70
1721,2023-07-10 23:24:30,1559,4,666
1722,2023-01-20 22:09:47,648,3,60
1723,2022-12-31 11:19:17,213,4,596
1724,2024-12-08 22:18:55,223,3,146
1725,2023-01-10 23:53:31,165,4,636
1726,2023-05-21 01:36:10,318,1,744
1727,2022-12-27 15:23:22,1004,4,149
1728,2023-01-28 00:33:53,262,3,381
1729,2024-05-14 00:17:24,679,3,297
1730,2024-06-08 22:08:20,283,2,815
1731,2023-03-27 14:51:26,1907,2,754
1732,2023-01-04 18:16:14,564,4,597
1733,2024-08-25 13:12:59,1385,1,954
1734,2025-06-06 04:28:52,1084,3,967
1735,2025-05-14 15:00:02,945,4,295
1736,2024-07-21 07:39:33,369,1,979
1737,2023-12-13 11:03:39,703,1,215
1738,2023-01-27 21:54:42,635,3,900
1739,2024-06-15 08:29:30,1449,2,700
1740,2023-11-29 06:25:37,1189,2,533
1741,2023-09-26 10:23:36,401,3,644
1742,2024-07-30 14:28:54,139,1,395
1743,2024-10-26 18:15:55,307,4,375
1744,2024-09-11 03:46:56,1215,4,697
1745,2025-02-06 18:44:17,1171,2,868
1746,2023-11-21 16:28:28,1277,2,403
1747,2024-10-17 16:01:22,1892,4,26
1748,2025-04-24 04:15:32,1005,4,106
1749,2025-04-07 14:51:36,1823,1,413
1750,2023-05-02 17:11:21,1210,1,952
1751,2023-06-30 02:26:09,365,4,441
1752,2025-01-06 18:18:06,1595,2,657
1753,2023-05-16 06:46:13,423,1,123
1754,2023-05-02 09:06:01,12,1,966
1755,2023-02-28 13:39:36,1661,3,634
1756,2025-08-04 12:08:36,1118,2,343
1757,2022-10-21 08:29:58,286,1,159
1758,2024-05-10 11:18:19,1534,3,21
1759,2023-08-28 06:53:58,1418,3,136
1760,2025-07-19 09:28:01,46,3,734
1761,2023-09-28 14:42:40,782,3,559
1762,2024-10-04 08:18:54,1121,4,947
1763,2024-08-09 14:31:56,1596,1,458
1764,2025-06-09 05:07:14,1206,3,786
1765,2024-10-11 08:29:05,1230,4,946
1766,2023-01-31 12:01:07,887,3,635
1767,2025-02-11 05:21:43,852,1,937
1768,2025-02-05 20:48:02,901,2,413
1769,2023-02-04 03:29:58,1498,3,429
1770,2024-06-10 13:02:10,1689,2,243
1771,2023-02-20 00:41:23,1072,3,468
1772,2022-12-08 06:58:46,1426,4,608
1773,2023-04-02 11:18:31,634,2,237
1774,2024-12-13 22:13:15,380,3,186
1775,2024-10-08 09:47:47,1520,4,503
1776,2024-06-13 08:45:55,817,2,609
1777,2024-06-13 15:35:53,909,2,726
1778,2024-06-21 11:20:15,555,2,102
1779,2023-01-04 03:01:21,758,3,463
1780,2023-12-09 22:03:17,131,1,156
1781,2025-07-30 07:41:37,605,2,64
1782,2024-06-18 23:39:39,1235,2,591
1783,2025-07-12 12:44:26,522,3,138
1784,2024-09-12 08:53:46,1911,4,404
1785,2023-05-10 18:35:36,1537,1,895
1786,2025-01-06 10:32:15,1920,2,52
1787,2025-06-25 09:40:56,1329,3,612
1788,2024-05-28 11:16:14,1130,2,478
1789,2024-08-02 07:08:05,1281,1,671
1790,2024-08-30 19:53:03,441,4,585
1791,2025-03-09 18:41:07,235,1,974
1792,2023-03-16 20:24:48,1153,2,146
1793,2024-06-23 22:05:12,972,2,465
1794,2024-04-05 12:22:04,1995,3,579
1795,2024-03-17 22:16:18,1033,3,914
1796,2023-08-12 12:54:50,1297,3,951
1797,2022-08-19 09:14:14,1989,2,66
1798,2022-10-30 06:38:58,279,1,502
1799,2023-07-21 20:19:10,1092,4,62
1800,2024-05-07 20:17:44,28,2,985
1801,2023-07-25 05:35:37,1779,4,586
1802,2024-05-26 05:47:08,18,2,629
1803,2024-09-17 23:41:22,41,4,249
1804,2024-06-18 03:57:01,1264,2,323
1805,2023-02-27 21:33:00,920,2,101
1806,2023-07-28 19:26:19,1168,4,935
1807,2025-01-02 04:50:59,1000,2,61
1808,2025-05-14 02:21:31,309,4,608
1809,2025-05-16 06:09:22,1350,4,263
1810,2022-10-30 04:48:47,387,1,565
1811,2022-10-17 16:55:59,1471,1,742
1812,2023-08-07 02:43:39,1890,3,623
1813,2023-12-28 19:29:22,1521,1,677
1814,2023-12-29 09:05:41,1349,1,835
1815,2023-02-27 22:23:05,1752,2,665
1816,2025-04-12 00:11:36,1200,4,956
1817,2024-03-18 05:18:02,697,3,329
1818,2025-07-04 10:35:15,1635,3,330
1819,2023-11-16 04:04:43,354,2,810
1820,2023-03-20 07:30:27,1063,2,872
1821,2025-06-11 19:36:16,1912,3,768
1822,2023-06-15 06:59:12,187,4,198
1823,2025-03-20 11:38:17,1212,1,894
1824,2023-08-16 19:26:53,1901,3,980
1825,2025-05-04 11:01:43,837,4,766
1826,2024-03-16 20:32:03,57,3,928
1827,2023-11-21 13:51:26,113,1,609
1828,2022-12-25 10:26:55,1499,3,90
1829,2024-03-19 15:10:11,1201,3,925
1830,2023-01-09 23:49:36,1236,3,665
1831,2025-06-12 02:10:07,802,3,681
1832,2024-05-07 21:16:16,1522,2,767
1833,2024-08-20 22:31:33,1323,4,676
1834,2023-10-28 21:06:00,978,2,687
1835,2024-12-22 13:07:20,1335,2,301
1836,2024-10-07 00:13:49,1273,4,650
1837,2024-12-28 23:25:23,53,2,129
1838,2024-02-29 04:11:49,1656,4,860
1839,2022-08-29 07:49:44,1731,2,240
1840,2022-12-26 11:40:40,983,3,983
1841,2024-06-27 06:20:08,588,1,200
1842,2023-12-21 15:16:09,1632,1,3
1843,2022-10-14 17:47:23,994,1,107
1844,2023-02-14 04:57:54,1633,2,533
1845,2025-06-17 00:29:32,155,3,9
1846,2024-07-29 11:52:51,825,1,376
1847,2025-01-13 16:36:40,1497,2,821
1848,2023-11-23 04:06:45,1629,1,860
1849,2023-08-29 20:24:21,1458,3,863
1850,2023-04-27 08:43:54,474,1,25
1851,2024-02-11 09:31:31,1294,4,38
1852,2024-05-04 14:48:13,1784,2,367
1853,2025-01-11 14:37:09,1659,2,162
1854,2024-08-23 17:41:27,1363,4,101
1855,2024-07-27 13:22:51,1488,1,490
1856,2022-08-26 21:01:12,1080,2,542
1857,2023-12-24 23:24:44,1381,1,301
1858,2022-10-01 01:05:54,9,1,788
1859,2025-03-11 03:17:31,1519,1,667
1860,2023-12-21 11:54:11,1472,1,950
1861,2024-10-02 00:01:47,1538,3,628
1862,2022-11-14 02:18:22,1638,4,328
1863,2022-08-11 09:55:19,1722,2,46
1864,2024-01-10 13:54:34,704,4,173
1865,2024-11-16 04:07:24,409,3,904
1866,2022-10-02 06:50:08,1504,1,138
1867,2024-05-13 02:32:36,239,2,791
1868,2023-11-19 08:51:39,640,1,392
1869,2024-08-08 00:13:04,1908,4,571
1870,2023-12-12 09:33:29,115,1,920
1871,2023-07-10 10:27:46,80,4,163
1872,2022-11-23 02:39:43,232,4,525
1873,2023-01-04 17:28:12,602,3,536
1874,2022-11-24 20:12:00,1288,4,412
1875,2023-01-03 05:44:13,1840,3,105
1876,2025-03-09 19:43:37,854,1,953
1877,2024-02-05 20:48:22,1925,4,866
1878,2025-02-06 07:02:41,1307,1,754
1879,2022-11-19 10:16:19,1206,4,321
1880,2025-05-02 14:49:12,1263,4,795
1881,2023-12-12 19:27:05,1504,1,342
1882,2023-06-11 07:46:44,536,4,601
1883,2023-04-14 15:36:18,910,1,501
1884,2025-01-08 08:24:11,626,2,867
1885,2022-10-30 03:18:13,918,4,104
1886,2024-01-16 14:32:13,1921,4,987
1887,2025-04-18 18:55:27,366,4,355
1888,2023-09-20 19:36:57,1465,2,725
1889,2023-03-06 18:52:04,1155,2,945
1890,2022-09-11 20:33:35,1101,1,784
1891,2025-03-18 13:54:56,1148,4,716
1892,2023-10-29 09:43:39,993,2,500
1893,2025-08-03 17:33:42,1515,2,758
1894,2023-11-15 10:14:10,1085,1,230
1895,2023-06-28 23:53:29,515,4,67
1896,2023-01-09 13:39:39,764,3,540
1897,2024-04-19 19:29:33,1976,2,49
1898,2022-08-28 22:17:34,1943,1,762
1899,2022-11-10 08:44:04,1352,4,483
1900,2025-02-12 20:23:43,247,1,367
1901,2023-01-12 14:11:56,1484,3,92
1902,2023-05-02 10:57:47,1289,1,519
1903,2025-07-19 00:57:49,1280,2,360
1904,2023-03-15 20:29:41,818,2,122
1905,2024-10-13 07:09:24,69,3,427
1906,2025-03-05 12:09:45,1233,1,951
1907,2024-07-10 14:13:14,1765,1,925
1908,2025-06-24 06:24:56,1127,2,300
1909,2025-06-20 18:54:05,1386,3,449
1910,2024-01-13 08:39:20,1105,4,595
1911,2022-10-07 00:06:02,1970,1,594
1912,2022-10-08 11:10:05,66,1,836
1913,2024-12-08 12:19:01,1647,2,499
1914,2024-08-24 10:09:29,910,4,754
1915,2024-08-24 06:26:25,1505,4,532
1916,2024-03-11 18:23:16,248,3,528
1917,2023-06-15 23:10:59,1584,4,590
1918,2022-09-26 13:15:53,1790,1,255
1919,2023-11-15 08:44:45,572,1,278
1920,2024-08-29 05:56:23,1241,4,552
1921,2025-03-13 15:38:10,272,4,590
1922,2023-07-02 20:40:46,641,4,141
1923,2024-04-29 00:19:40,1468,2,149
1924,2024-09-16 10:48:42,221,4,864
1925,2023-07-07 03:38:55,350,4,453
1926,2025-07-02 04:20:02,1373,2,879
1927,2023-08-27 06:49:06,356,3,761
1928,2024-09-21 04:03:07,1448,3,301
1929,2025-02-27 17:17:40,1242,1,614
1930,2025-01-20 23:35:31,748,1,501
1931,2025-01-06 08:31:59,706,1,955
1932,2025-03-20 19:02:24,726,4,739
1933,2022-12-13 22:22:11,1253,3,535
1934,2025-04-06 21:49:11,20,4,943
1935,2024-04-26 13:26:36,269,2,661
1936,2024-08-29 20:41:43,1748,4,6
1937,2024-11-13 14:42:11,1278,2,402
1938,2025-07-16 22:38:24,123,2,641
1939,2024-11-05 04:34:06,1181,3,854
1940,2025-05-07 04:49:17,974,3,802
1941,2025-03-14 10:15:37,596,4,354
1942,2024-07-20 19:59:40,332,1,86
1943,2024-03-23 08:19:50,425,3,715
1944,2022-11-06 15:12:46,754,4,876
1945,2025-01-16 04:27:51,1664,1,141
1946,2024-10-25 11:33:50,900,3,951
1947,2023-10-04 09:15:21,1269,2,544
1948,2024-05-26 00:09:52,842,1,151
1949,2024-05-26 07:30:28,535,1,341
1950,2023-06-09 16:42:56,489,4,286
1951,2022-11-28 06:29:05,1243,3,418
1952,2023-03-17 09:06:37,1203,1,504
1953,2025-06-17 09:50:40,1578,2,529
1954,2024-02-03 23:03:47,1805,4,564
1955,2023-02-10 13:24:15,334,2,191
1956,2025-03-13 21:12:48,355,4,426
1957,2022-12-24 01:29:37,1388,3,633
1958,2025-03-17 09:44:57,229,4,559
1959,2022-11-17 11:15:28,282,4,304
