line_id,order_id,book_id,price
4415,9744,3225,1.8
4416,679,6460,12.66
4417,1253,4706,4.32
4418,4450,9019,8.11
4419,5556,6621,15.18
4420,9758,110,15.44
4421,1939,9251,16.81
4422,5561,7883,0.42
4423,8681,10887,16.6
4424,405,2382,11.62
4425,4491,2911,11.31
4426,4882,477,10.35
4427,2457,5114,14.9
4428,10468,3855,9.94
4429,11275,4972,14.85
4430,48,4128,12.56
4431,1679,313,5.11
4432,4676,2162,4.08
4433,6191,4871,11.53
4434,8960,6334,2.33
4435,9525,9739,0.54
4436,7010,5652,9.19
4437,10286,8598,9.72
4438,10877,1233,1.93
4439,447,1676,9.27
4440,5309,9621,18.67
4441,11397,823,11.38
4442,594,6924,8.1
4443,835,1755,11.48
4444,5560,4406,5.17
4445,9463,1160,14.91
4446,20,4630,16.86
4447,1740,10765,6.16
4448,2145,7091,5.25
4449,2310,4462,4.35
4450,5432,9834,15.34
4451,6500,2041,12.32
4452,6672,5895,16.02
4453,6778,4629,13.54
4454,9557,1511,12.97
4455,9601,9296,4.63
4456,11034,7248,11.25
4457,4888,9544,12.03
4458,8982,4835,7.36
4459,2330,5961,11.5
4460,9428,2989,12.35
4461,6485,3138,11.15
4462,7086,10467,0.63
4463,1354,3726,11.6
4464,4454,9974,14.83
4465,936,193,17.26
4466,1593,2918,14.45
4467,4299,9183,19.19
4468,9010,3582,14.62
4469,10926,7662,5.0
4470,649,2064,3.53
4471,2097,3638,2.09
4472,11411,6036,7.97
4473,2289,4051,12.51
4474,4929,391,5.98
4475,2043,4342,1.07
4476,5358,1089,6.57
4477,11349,3871,15.09
4478,944,8113,7.64
4479,1816,8035,9.3
4480,5318,1764,7.95
4481,8764,5692,7.31
4482,1020,3261,7.37
4483,1829,10732,14.33
4484,4568,7654,5.81
4485,4597,4325,1.44
4486,10747,2171,15.17
4487,94,2314,15.27
4488,1952,2165,13.63
4489,5538,9175,1.56
4490,7083,10205,7.02
4491,9523,53,19.39
4492,10912,9285,5.27
4493,5206,9055,5.57
4494,9492,10586,18.43
4495,10849,8369,19.94
4496,1277,8105,13.02
4497,4734,779,7.93
4498,8851,8609,13.57
4499,1764,788,6.38
4500,1879,4251,19.07
4501,4103,6910,4.9
4502,4954,4015,1.4
4503,1266,2970,2.5
4504,2409,9162,14.85
4505,4906,2703,19.73
4506,8295,2280,1.29
4507,287,7867,6.85
4508,4159,6567,18.48
4509,23,9451,9.5
4510,282,9199,14.18
4511,4571,716,3.9
4512,4873,8697,6.47
4513,9797,3034,7.86
4514,1750,1626,11.04
4515,4423,3578,19.04
4516,8246,8845,2.38
4517,10895,2340,13.88
4518,771,9345,2.34
4519,5059,727,19.51
4520,6473,7593,9.7
4521,155,4203,8.67
4522,1823,382,17.42
4523,5201,2811,13.0
4524,8832,5465,10.12
4525,9370,642,15.4
4526,9611,7520,1.4
4527,2416,3590,8.06
4528,5339,520,0.49
4529,9007,10941,16.85
4530,1961,2929,15.76
4531,4649,1683,7.83
4532,4704,5612,6.94
4533,8981,2474,1.41
4534,9539,7623,4.28
4535,10288,176,8.72
4536,1744,1482,7.15
4537,6476,4324,17.4
4538,7000,2055,6.26
4539,8433,122,2.32
4540,9224,6080,7.69
4541,10357,3149,5.23
4542,2402,5108,10.21
4543,5335,1946,6.86
4544,6285,2129,18.54
4545,8320,682,10.5
4546,9501,4908,12.61
4547,9588,9236,5.17
4548,10245,8919,4.65
4549,11040,8442,1.91
4550,5476,2250,14.48
4551,209,150,17.9
4552,4307,4847,9.85
4553,8289,1736,6.05
4554,218,485,6.21
4555,6482,4703,3.63
4556,9687,7106,12.99
4557,644,3685,14.15
4558,4865,6052,11.94
4559,9280,3943,19.6
4560,10337,9322,4.97
4561,11396,8115,18.02
4562,673,3526,17.63
4563,1155,5080,12.77
4564,5278,9150,3.93
4565,5407,5745,19.83
4566,6296,4550,1.4
4567,7196,1365,8.07
4568,2444,7231,0.78
4569,4152,2722,2.13
4570,7251,8888,13.49
4571,8306,10862,17.15
4572,10557,3993,4.44
4573,1302,360,9.92
4574,4123,4268,8.59
4575,6507,11103,14.01
4576,2475,5650,8.76
4577,4996,7415,0.36
4578,1128,1015,8.03
4579,5013,8171,9.34
4580,370,1478,5.25
4581,2450,10176,15.7
4582,5217,2026,11.1
4583,7085,2534,9.48
4584,9685,7654,0.33
4585,296,222,0.99
4586,409,2080,15.73
4587,1242,4134,9.97
4588,5123,4200,7.84
4589,6193,9212,19.27
4590,7245,3713,15.56
4591,8316,9889,2.2
4592,8638,9825,1.71
4593,9385,8668,12.76
4594,2426,9500,7.09
4595,5356,2360,19.92
4596,204,3829,14.65
4597,1765,7010,19.05
4598,5145,9709,10.11
4599,5295,10116,0.59
4600,5494,4678,0.27
4601,6721,8958,19.72
4602,7002,5717,12.23
4603,9706,5743,14.92
4604,10364,2023,13.41
4605,10559,8994,0.59
4606,687,8047,10.55
4607,4295,5192,15.02
4608,9038,3962,10.53
4609,9249,6290,4.93
4610,1976,5962,18.8
4611,5567,1039,12.93
4612,8840,10590,16.4
4613,1906,2715,15.21
4614,2448,773,1.32
4615,5063,1365,8.3
4616,6614,7858,5.73
4617,8390,3496,14.22
4618,1980,6818,18.61
4619,7109,9066,5.64
4620,8664,10748,19.68
4621,10373,237,3.09
4622,1782,7892,1.65
4623,9279,3174,3.57
4624,9431,403,12.91
4625,1452,1329,13.21
4626,1830,10498,14.73
4627,5330,9485,1.05
4628,5464,7847,7.37
4629,6538,8099,10.66
4630,8343,5364,16.22
4631,5557,6779,12.25
4632,128,2626,6.83
4633,1107,2,19.51
4634,1641,9772,9.29
4635,4254,7642,0.82
4636,4979,1619,12.07
4637,5440,6476,1.98
4638,6357,8345,9.05
4639,8336,130,14.02
4640,9624,5239,5.01
4641,10268,9356,9.05
4642,11324,8221,6.75
4643,1037,5232,6.78
4644,4264,3169,8.14
4645,10633,1999,13.55
4646,937,9451,4.28
4647,7067,5802,19.31
4648,1920,2933,8.42
4649,983,3504,6.22
4650,1678,6791,2.37
4651,1929,8475,9.06
4652,4510,10906,10.84
4653,4581,8550,4.33
4654,8544,8651,4.76
4655,9342,9543,11.49
4656,9439,3325,15.42
4657,1951,10656,9.52
4658,6937,5637,2.1
4659,9704,68,14.3
4660,10545,6195,12.77
4661,8303,5819,13.98
4662,1303,10305,10.68
4663,1540,9910,17.03
4664,4899,6525,7.54
4665,5106,1411,10.05
4666,8487,1463,3.0
4667,9661,3962,6.6
4668,10913,6485,18.47
4669,502,9665,11.46
4670,1491,2878,11.49
4671,2305,1073,15.17
4672,4175,5602,4.84
4673,8577,7776,15.38
4674,9688,8319,8.63
4675,1355,10186,5.64
4676,4574,7394,9.52
4677,6160,4301,10.09
4678,4329,4050,6.12
4679,761,4864,5.36
4680,9041,327,6.84
4681,623,6928,1.74
4682,1676,6298,11.39
4683,8643,1670,0.83
4684,678,8429,13.26
4685,4950,482,4.54
4686,6366,55,6.87
4687,8412,7824,9.7
4688,1933,3510,2.44
4689,2332,7392,19.11
4690,4360,8721,1.06
4691,5562,10163,8.16
4692,7202,3333,5.47
4693,5508,5230,10.58
4694,6201,2619,11.79
4695,6298,2689,8.79
4696,8683,5270,0.98
4697,1205,9174,19.5
4698,2206,4474,1.7
4699,4294,2432,16.76
4700,5364,5939,3.11
4701,6303,1949,8.2
4702,6531,5833,7.82
4703,9788,4268,14.88
4704,1441,6333,12.28
4705,5555,4039,19.45
4706,1312,8609,19.02
4707,5273,4834,6.37
4708,6774,3230,9.91
4709,7151,6744,10.88
4710,7170,10046,17.63
4711,8907,7789,17.1
4712,9214,1941,6.15
4713,9254,161,2.99
4714,2399,7836,1.45
4715,5332,2789,0.7
4716,6220,4715,0.26
4717,8280,8846,18.71
4718,9805,3256,13.13
4719,10979,4491,0.98
4720,258,389,0.54
4721,918,345,1.47
4722,1528,3056,3.05
4723,1880,10441,4.7
4724,4661,3992,1.79
4725,9669,4120,11.67
4726,1172,8976,5.66
4727,1804,11062,2.45
4728,4464,7012,15.66
4729,6447,285,15.56
4730,6592,9052,14.67
4731,8812,2531,18.73
4732,9281,11122,3.78
4733,10389,10521,3.23
4734,10867,10788,7.28
4735,147,10136,9.26
4736,4936,6481,10.46
4737,10370,9659,15.42
4738,440,2802,18.91
4739,5399,10804,0.39
4740,8933,2041,17.18
4741,72,8286,2.93
4742,8334,5553,1.11
4743,9377,8673,14.63
4744,1313,3548,8.0
4745,1356,472,0.25
4746,4893,10411,12.82
4747,7152,4417,1.25
4748,8305,1341,8.31
4749,9810,7980,6.78
4750,10548,6036,13.92
4751,1947,9487,3.5
4752,5468,3532,1.24
4753,8688,3971,11.98
4754,9721,10285,16.5
4755,2094,3913,5.67
4756,5304,4035,19.25
4757,9460,8056,14.66
4758,11289,5490,5.36
4759,1398,9557,9.82
4760,5226,9776,18.4
4761,9260,10716,1.12
4762,10290,4354,15.76
4763,10398,8527,9.36
4764,8335,447,15.94
4765,1836,9627,18.69
4766,4221,859,11.64
4767,5585,7558,13.0
4768,565,2362,2.22
4769,4157,10226,5.24
4770,6609,6139,19.47
4771,8931,2351,2.73
4772,2271,532,16.6
4773,5143,76,10.88
4774,9607,7773,17.23
4775,1746,2353,9.46
4776,1689,8135,4.73
4777,1937,10999,4.67
4778,2275,2250,6.2
4779,5052,10508,15.83
4780,5231,1380,4.91
4781,6632,9523,10.85
4782,6769,1624,2.03
4783,9048,783,0.93
4784,1467,252,19.46
4785,5385,8859,1.25
4786,7121,10291,8.72
4787,8447,4524,14.49
4788,10253,4470,16.71
4789,1903,10824,7.15
4790,5452,9662,5.4
4791,6302,8276,18.19
4792,1789,3516,17.03
4793,4516,3453,19.93
4794,6849,572,5.35
4795,8828,2035,2.24
4796,9791,132,14.46
4797,1708,6444,14.54
4798,5429,9979,6.08
4799,720,9216,4.6
4800,783,7401,12.71
4801,6223,2040,0.19
4802,6478,5527,9.12
4803,8263,8773,11.5
4804,8804,5682,16.55
4805,9450,6740,10.93
4806,1220,10170,18.63
4807,2125,10177,15.59
4808,2331,1700,8.52
4809,4807,7460,1.5
4810,5158,4055,11.93
4811,6178,9904,13.21
4812,6355,7041,3.64
4813,9621,136,10.29
4814,2015,5956,2.67
4815,4478,688,18.16
4816,6680,3958,1.08
4817,8586,2258,17.05
4818,576,7264,14.15
4819,5171,6430,15.35
4820,7193,1160,4.37
4821,1521,8669,4.81
4822,1874,9621,12.05
4823,429,4649,5.64
4824,1902,1744,18.75
4825,1968,2408,5.4
4826,4427,7804,13.93
4827,4847,4207,16.03
4828,5375,9703,19.13
4829,6168,1849,19.22
4830,6995,3421,13.08
4831,8488,3858,15.44
4832,2024,9135,15.76
4833,6661,5321,0.53
4834,10965,7753,8.11
4835,1317,10414,9.28
4836,6562,5697,3.36
4837,1224,3386,0.34
4838,10356,1922,16.25
4839,782,6045,5.59
4840,1851,8537,19.97
4841,4846,7672,9.05
4842,7094,2161,12.27
4843,8500,5388,11.62
4844,2189,5036,10.39
4845,7090,2680,12.9
4846,10365,5588,11.53
4847,233,4170,2.9
4848,6464,6685,11.37
4849,8662,461,10.02
4850,1796,4229,7.96
4851,4493,9446,1.03
4852,9231,7902,7.93
4853,2014,9484,1.44
4854,4100,8941,16.03
4855,6452,6644,11.62
4856,8361,1252,16.4
4857,11278,8487,7.08
4858,315,5350,6.85
4859,349,3014,6.52
4860,5431,9105,2.26
4861,8429,1237,4.32
4862,8976,8310,1.72
4863,10593,2118,13.86
4864,977,9956,7.89
4865,2060,3198,5.08
4866,6578,4542,5.57
4867,8377,1869,0.09
4868,9022,5759,11.5
4869,10313,3596,17.8
4870,10927,5351,14.69
4871,499,2552,18.87
4872,1202,317,6.25
4873,2440,5314,9.0
4874,4539,9104,14.81
4875,5042,2764,0.4
4876,8542,3957,14.35
4877,8617,5788,8.97
4878,1543,7599,1.38
4879,2274,3287,5.41
4880,2425,5179,10.33
4881,5224,2059,7.53
4882,5428,3631,10.05
4883,10574,5944,3.26
4884,11270,2375,11.55
4885,1003,2752,10.08
4886,9595,8650,7.51
4887,11393,6061,11.95
4888,42,3923,19.42
4889,432,8866,1.42
4890,6748,10746,12.31
4891,10478,2001,1.05
4892,850,8053,9.22
4893,1878,1486,5.7
4894,4444,259,5.24
4895,4858,2668,8.26
4896,10578,3859,9.89
4897,2096,4797,13.45
4898,2293,779,6.64
4899,5242,5004,5.06
4900,6711,10183,16.35
4901,6851,3792,5.04
4902,10375,2656,8.74
4903,10920,5204,0.57
4904,313,8219,12.17
4905,5060,9188,6.07
4906,8921,456,5.88
4907,10863,3851,16.98
4908,1101,2306,9.78
4909,1421,9150,12.91
4910,5142,8452,17.24
4911,6148,349,11.41
4912,6986,8448,1.69
4913,11299,1606,9.36
4914,736,10096,2.66
4915,6330,10480,6.22
4916,8929,8126,14.36
4917,1345,4429,16.74
4918,1595,11017,8.81
4919,2122,2571,16.69
4920,5380,5325,17.79
4921,5512,140,7.87
4922,5580,10358,9.47
4923,6767,6394,9.05
4924,8268,6005,6.81
4925,9567,919,7.83
4926,9702,7906,7.56
4927,1424,8434,13.12
4928,9058,80,1.34
4929,6678,3484,7.3
4930,625,9850,6.63
4931,747,25,0.32
4932,1116,820,6.41
4933,2121,4236,18.85
4934,6232,6349,0.51
4935,6256,4613,19.94
4936,9330,8252,14.34
4937,10786,4005,12.98
4938,520,1825,17.48
4939,1343,9756,15.26
4940,5443,2048,12.63
4941,7032,6733,2.63
4942,718,9364,16.27
4943,1014,6042,5.49
4944,4347,8262,17.79
4945,10517,2457,8.7
4946,1201,5697,5.11
4947,1558,8250,18.82
4948,5505,5335,11.5
4949,6687,4861,9.18
4950,10990,10960,10.96
4951,68,8720,5.51
4952,4517,281,6.01
4953,10783,4744,4.61
4954,1214,9720,13.53
4955,2138,8475,15.58
4956,4129,6782,14.22
4957,4291,8080,9.96
4958,5220,3470,1.3
4959,6343,4325,14.98
4960,6674,6447,12.99
4961,9584,5680,12.06
4962,10778,5380,12.17
4963,1143,6598,2.78
4964,574,10184,3.19
4965,1591,590,15.71
4966,6249,8555,9.75
4967,8524,1460,3.87
4968,11306,6382,5.75
4969,1833,7983,14.48
4970,4922,5214,3.41
4971,8592,4970,14.44
4972,9657,2994,3.6
4973,1612,1025,18.42
4974,4548,3647,17.52
4975,6833,4427,7.22
4976,9001,6794,19.41
4977,10978,235,3.87
4978,2135,10071,18.89
4979,4151,78,4.03
4980,2199,10972,6.53
4981,11283,7489,7.73
4982,6373,10171,8.21
4983,511,3451,6.38
4984,566,7405,7.4
4985,6571,9490,3.1
4986,8331,2410,12.36
4987,10311,4885,6.83
4988,1787,4351,18.61
4989,4978,5335,12.12
4990,6484,6571,2.71
4991,7268,10066,2.36
4992,8214,9733,0.41
4993,941,5318,6.56
4994,4680,2306,1.03
4995,215,7070,0.45
4996,1268,2308,19.38
4997,1310,2474,4.1
4998,6294,3983,3.49
4999,7241,8895,9.47
5000,8719,10776,8.45
5001,579,2302,15.34
5002,5029,2380,15.37
5003,1034,2240,14.01
5004,4133,10011,7.93
5005,8614,3154,4.55
5006,2407,3199,15.1
5007,4378,10146,5.9
5008,9742,8220,16.18
5009,637,9226,14.37
5010,1835,1174,7.43
5011,5550,6022,11.83
5012,6855,3717,17.91
5013,7249,5287,13.79
5014,9088,242,0.8
5015,1008,1511,11.16
5016,1372,4273,4.9
5017,4315,824,12.69
5018,5526,10578,16.99
5019,6163,4413,8.68
5020,9508,10893,11.88
5021,1635,359,7.59
5022,231,8909,17.3
5023,1286,10272,0.42
5024,7065,3724,12.21
5025,11319,549,8.29
5026,510,10285,7.57
5027,2288,1323,9.18
5028,5243,10445,6.34
5029,5553,8539,17.74
5030,6378,1466,19.97
5031,6516,6634,19.73
5032,9752,1590,15.11
5033,10577,3876,9.51
5034,10798,3699,4.71
5035,1243,2011,3.94
5036,2449,4922,12.42
5037,5406,8657,0.54
5038,7157,8914,18.49
5039,8522,2434,6.41
5040,9300,10526,15.38
5041,10419,67,14.47
5042,10889,6677,16.59
5043,786,3865,4.96
5044,4653,2207,4.95
5045,2447,7142,9.34
5046,6442,4569,13.03
5047,8489,285,3.47
5048,790,8794,8.63
5049,2056,8750,12.75
5050,8360,9214,4.56
5051,11295,7307,11.98
5052,1608,265,6.45
5053,5178,6023,14.78
5054,7134,788,2.75
5055,9368,5274,19.16
5056,10498,4098,19.35
5057,2031,8145,15.16
5058,4980,6608,13.91
5059,7166,7732,7.77
5060,8642,9551,2.52
5061,1132,622,18.01
5062,2430,3727,19.47
5063,7154,9585,7.75
5064,7219,3933,12.09
5065,9401,10698,19.89
5066,10393,984,9.16
5067,120,285,15.07
5068,390,7677,3.79
5069,4308,9776,16.48
5070,4803,5382,18.94
5071,5360,3153,11.52
5072,7077,331,8.42
5073,8736,164,16.23
5074,9287,137,12.55
5075,10584,1116,12.38
5076,1814,8842,2.32
5077,2486,2183,12.65
5078,5423,6391,19.48
5079,6446,1646,16.34
5080,8566,7123,15.01
5081,9608,9266,18.24
5082,9660,687,11.45
5083,190,7530,13.33
5084,365,3375,10.33
5085,1809,7479,16.23
5086,2180,462,15.46
5087,4621,8226,7.56
5088,5449,7485,4.58
5089,8272,1417,18.98
5090,9516,4054,19.48
5091,10999,8642,19.23
5092,486,5315,10.08
5093,1899,955,18.35
5094,4791,3686,18.06
5095,8394,5800,17.95
5096,284,10264,18.42
5097,2078,9310,8.42
5098,2157,6625,14.27
5099,5496,8699,15.36
5100,6547,5515,3.47
5101,6963,4241,7.7
5102,7331,8693,15.03
5103,82,4610,16.33
5104,4488,9353,15.06
5105,4811,2694,19.04
5106,8510,381,6.29
5107,8685,5240,8.21
5108,1186,7117,19.34
5109,4634,10182,13.5
5110,8611,7007,2.47
5111,107,8116,5.52
5112,6602,2123,2.53
5113,8905,664,18.38
5114,10626,4642,6.56
5115,5533,4325,19.18
5116,10403,7012,5.46
5117,868,5292,11.16
5118,7310,4050,2.91
5119,10823,7072,14.83
5120,826,8912,15.61
5121,980,5546,3.02
5122,1503,2900,16.99
5123,4637,5186,15.63
5124,5528,5672,4.08
5125,7300,5460,16.83
5126,9335,8176,3.0
5127,10491,6060,5.48
5128,199,8185,17.13
5129,831,830,16.08
5130,1009,8855,11.35
5131,4711,5005,10.93
5132,4773,4268,5.56
5133,6587,2674,7.34
5134,7054,1263,9.33
5135,8579,11049,11.31
5136,10550,9426,10.8
5137,1412,1756,3.39
5138,4762,4151,7.15
5139,7325,7441,5.42
5140,8977,3872,18.55
5141,9395,6595,3.63
5142,9580,1438,2.04
5143,7226,1353,6.04
5144,1711,1627,16.49
5145,1854,7606,18.89
5146,2464,7479,10.54
5147,4527,6880,10.22
5148,5400,7784,19.3
5149,7035,8087,14.77
5150,229,5711,7.0
5151,1449,2350,0.11
5152,5377,4371,18.97
5153,8667,6270,19.44
5154,9438,1895,18.7
5155,10848,1818,0.25
5156,2087,6361,16.42
5157,5382,4352,9.84
5158,8604,3178,19.06
5159,9659,10092,13.54
5160,11407,7376,5.68
5161,604,4802,6.11
5162,2485,2601,5.03
5163,6349,6200,0.62
5164,6983,5385,6.53
5165,10301,1998,18.38
5166,431,616,10.41
5167,6717,4849,12.35
5168,10947,8692,1.06
5169,460,10247,8.92
5170,1252,5192,19.91
5171,5401,6424,18.01
5172,6861,8569,2.99
5173,626,4858,14.7
5174,2278,4057,12.37
5175,6862,11101,2.68
5176,887,7520,19.56
5177,6747,9591,7.52
5178,2070,3281,6.92
5179,5317,9396,3.7
5180,9490,4353,8.03
5181,10343,9271,19.24
5182,705,3447,13.26
5183,8709,4305,18.89
5184,11406,6261,19.59
5185,1360,2321,2.1
5186,1530,10008,3.64
5187,1926,2358,10.27
5188,5019,10361,2.31
5189,10588,8733,11.54
5190,10899,5914,18.52
5191,332,390,7.95
5192,4479,9818,4.39
5193,9712,5010,11.85
5194,9701,6817,5.7
5195,2479,6541,1.68
5196,6803,7299,0.56
5197,8225,1920,15.57
5198,2320,4168,10.75
5199,4168,6268,4.09
5200,8521,3695,0.94
5201,567,2660,1.08
5202,1704,6155,12.07
5203,4187,3989,19.63
5204,8973,9260,4.33
5205,9409,6519,5.59
5206,1986,7135,7.34
5207,6287,10129,9.03
5208,8992,5855,5.53
5209,1691,8944,3.8
5210,1857,5979,2.35
5211,6498,10847,10.45
5212,9029,7643,17.35
5213,9637,3082,15.64
5214,1974,886,1.03
5215,695,219,18.86
5216,4549,7311,9.11
5217,122,3414,3.34
5218,4313,10185,1.51
5219,4927,7016,18.53
5220,5053,8253,18.57
5221,7199,4651,6.08
5222,8204,2961,8.37
5223,8381,3276,4.32
5224,10906,2201,6.81
5225,49,1217,10.5
5226,1733,3314,18.27
5227,4272,7509,12.67
5228,4602,1581,16.21
5229,5570,6956,13.9
5230,6417,6662,18.19
5231,8790,8350,0.48
5232,9522,9676,5.51
5233,991,8559,0.39
5234,1389,8778,17.73
5235,1909,741,13.45
5236,4398,1821,16.01
5237,4886,5679,3.02
5238,6173,2502,13.41
5239,6289,7551,7.63
5240,8337,9684,4.16
5241,9404,4774,10.42
5242,10989,3550,0.63
5243,1392,2225,18.11
5244,9473,10314,18.38
5245,415,9048,6.19
5246,1957,1196,12.18
5247,4185,8041,15.72
5248,6407,8492,9.15
5249,9484,11094,12.27
5250,10918,839,10.74
5251,11002,5099,13.62
5252,1498,324,2.06
5253,5136,4756,16.57
5254,363,9573,16.33
5255,4709,5565,1.04
5256,10930,8453,12.85
5257,2049,10375,14.71
5258,5194,9781,3.79
5259,7234,3460,19.71
5260,11021,11077,0.42
5261,2451,1311,10.53
5262,5077,3097,16.25
5263,6626,2532,14.0
5264,4117,9104,19.81
5265,6753,5548,10.42
5266,8359,1222,19.71
5267,21,6665,0.76
5268,9069,4369,16.99
5269,359,765,15.91
5270,4869,8587,9.44
5271,7312,507,16.22
5272,468,10226,3.24
5273,4960,590,15.58
5274,7313,8181,6.79
5275,9625,5484,8.9
5276,10339,8302,7.92
5277,10872,8245,10.35
5278,490,4049,5.35
5279,4122,2731,8.5
5280,6611,4313,13.28
5281,10870,1739,15.8
5282,657,5349,0.68
5283,2150,8092,10.69
5284,4849,5470,17.08
5285,5149,8853,8.32
5286,6351,7707,4.31
5287,1197,11126,7.06
5288,4810,8506,15.28
5289,6246,5848,6.73
5290,473,1174,10.36
5291,4431,3045,16.28
5292,4562,2774,16.09
5293,7127,3046,19.12
5294,8299,10659,18.45
5295,9462,8213,18.47
5296,11011,4477,4.84
5297,603,24,5.7
5298,931,4666,4.82
5299,8670,10540,0.27
5300,1432,2499,1.66
5301,4316,8250,9.16
5302,8811,735,19.12
5303,2250,6465,0.75
5304,5162,4950,2.24
5305,5188,2494,15.7
5306,8861,2825,18.27
5307,10241,8965,5.77
5308,865,271,5.13
5309,1564,2335,5.59
5310,2170,8547,0.04
5311,4515,7853,10.45
5312,5147,5519,18.24
5313,8274,812,12.56
5314,8530,10251,14.45
5315,9357,9438,1.48
5316,11309,9187,18.12
5317,187,586,10.91
5318,1480,6334,4.2
5319,5155,3808,1.62
5320,5498,4222,13.07
5321,8585,1431,13.66
5322,9240,314,1.85
5323,768,4213,12.3
5324,1217,10451,17.03
5325,5323,4880,12.78
5326,10325,9789,9.63
5327,1443,8551,7.96
5328,5306,7606,4.49
5329,6773,789,13.63
5330,1560,2169,18.6
5331,5478,730,10.75
5332,9359,5459,16.82
5333,832,8149,2.78
5334,4939,5552,1.55
5335,6149,9903,4.36
5336,6802,4664,8.84
5337,9740,10608,8.81
5338,134,3818,7.87
5339,1338,10446,10.26
5340,5544,8335,4.12
5341,7029,8716,5.97
5342,11007,1576,16.26
5343,2161,7128,15.28
5344,4870,9989,3.94
5345,6907,3239,17.3
5346,2057,5015,13.18
5347,5493,10496,14.79
5348,6720,9654,2.39
5349,10383,11075,12.36
5350,234,1154,13.29
5351,4972,125,1.25
5352,8700,3113,4.21
5353,1681,2382,8.76
5354,1694,6106,8.58
5355,1759,5562,4.24
5356,6291,6223,3.22
5357,7314,1423,3.12
5358,1386,4409,10.27
5359,1058,4201,6.96
5360,4143,6763,19.9
5361,4719,1674,15.35
5362,4827,4309,12.66
5363,6756,50,2.45
5364,10829,6658,12.5
5365,73,3662,15.42
5366,8836,9652,0.49
5367,10612,5784,10.51
5368,1250,768,15.36
5369,1625,7043,17.22
5370,4318,4519,8.95
5371,7155,207,15.01
5372,8648,7762,4.72
5373,10812,972,14.57
5374,1474,4229,14.3
5375,4713,4847,0.65
5376,6365,9524,3.64
5377,9672,3809,3.31
5378,224,8909,10.14
5379,235,1475,2.84
5380,1134,3467,2.64
5381,4336,8083,4.71
5382,5030,11113,5.74
5383,5261,4889,6.71
5384,6600,3989,15.73
5385,7215,9538,18.53
5386,9021,672,10.45
5387,10309,4808,11.86
5388,581,7426,11.17
5389,5291,8799,5.57
5390,8784,213,5.21
5391,10541,2733,8.93
5392,1772,5505,2.7
5393,2487,2115,10.91
5394,5225,1752,3.02
5395,6652,3133,19.11
5396,6974,10372,15.9
5397,9640,1976,10.07
5398,10380,10956,8.26
5399,2340,1230,6.28
5400,4227,2645,4.94
5401,2001,5800,17.31
5402,9514,8506,4.51
5403,221,9284,9.9
5404,2098,10819,7.53
5405,4623,10743,13.96
5406,5448,6600,17.44
5407,6585,6451,5.67
5408,10354,7542,10.77
5409,441,7344,13.68
5410,7243,4893,2.94
5411,9561,4625,12.75
5412,1276,10452,15.7
5413,8301,1188,3.58
5414,10304,6392,6.71
5415,10796,10606,15.21
5416,1387,10478,8.55
5417,4790,3483,5.64
5418,9762,5253,10.27
5419,898,1694,4.4
5420,9693,7155,11.11
5421,220,9443,11.54
5422,759,3758,19.17
5423,1334,8663,0.36
5424,6353,8383,14.27
5425,7018,3417,7.9
5426,8631,601,1.7
5427,10330,2920,1.14
5428,7098,5553,6.47
5429,4793,1340,12.63
5430,7261,8854,1.7
5431,9325,408,18.57
5432,10894,5939,17.65
5433,569,9029,8.2
5434,4967,6838,16.87
5435,5403,4160,6.77
5436,9321,6358,16.83
5437,2140,5479,18.76
5438,6776,2379,5.09
5439,9434,7011,7.76
5440,10509,539,1.57
5441,11328,2763,0.11
5442,51,3143,7.92
5443,4465,1465,9.41
5444,361,10668,7.64
5445,586,367,0.38
5446,4655,11081,18.46
5447,6271,6969,7.26
5448,8364,10416,11.83
5449,8877,1665,19.47
5450,10280,4653,3.41
5451,6167,6666,9.66
5452,930,6879,12.84
5453,40,3943,16.93
5454,2366,1885,6.15
5455,5169,327,4.48
5456,7323,360,9.79
5457,5204,3897,5.66
5458,2114,4047,19.4
5459,4321,8442,17.67
5460,8934,1575,1.14
5461,532,9581,2.68
5462,1621,971,0.67
5463,4756,10088,8.65
5464,5235,4915,18.23
5465,7025,2589,8.57
5466,4430,4954,18.81
5467,9728,4070,0.16
5468,1928,10480,13.72
5469,6181,6728,19.3
5470,1739,128,3.24
5471,2316,8629,7.83
5472,2392,7027,19.65
5473,4166,212,2.94
5474,4359,7534,18.9
5475,4780,7718,12.67
5476,6694,958,10.6
5477,7046,4362,7.4
5478,10761,7504,5.24
5479,29,3178,12.86
5480,780,3974,17.15
5481,5308,2396,10.09
5482,6422,9754,17.39
5483,8346,7989,19.62
5484,9756,8363,16.3
5485,8490,9118,13.06
5486,9720,8968,1.42
5487,10501,10435,9.52
5488,339,6290,7.99
5489,5266,3342,6.08
5490,8457,6882,3.62
5491,10602,540,14.0
5492,506,3940,13.42
5493,2434,3250,8.96
5494,145,4037,9.41
5495,1073,2937,18.16
5496,11042,8334,0.41
5497,1369,9525,4.37
5498,7168,5829,19.28
5499,8673,2765,7.0
5500,9629,63,19.55
5501,245,9694,8.46
5502,1849,5588,4.83
5503,1516,7794,15.56
5504,5333,8780,12.23
5505,6247,7666,12.22
5506,1,10994,2.15
5507,206,6369,10.8
5508,8995,10947,5.98
5509,10967,6032,16.29
